"lines","pres_year","district","state_abb","cd","stcd","dem_pct","rep_pct","dpres"
"2012-2021",2020,"VA-06","VA",6,4606,38.6,59.8,39.23
"2012-2021",2020,"VA-07","VA",7,4607,49.8,48.7,50.56
"2012-2021",2020,"VA-08","VA",8,4608,77.6,21.1,78.62
"2012-2021",2020,"VA-09","VA",9,4609,28.4,70.4,28.74
"2012-2021",2020,"VA-10","VA",10,4610,58.9,39.6,59.8
"2012-2021",2020,"VA-11","VA",11,4611,70.3,28.3,71.3
"2012-2021",2020,"WA-01","WA",1,4701,59.1,38.2,60.74
"2012-2021",2020,"WA-02","WA",2,4702,62.1,35.1,63.89
"2012-2021",2020,"WA-03","WA",3,4703,46.9,50.6,48.1
"2012-2021",2020,"WA-04","WA",4,4704,39.6,57.8,40.66
"2012-2021",2020,"WA-05","WA",5,4705,44,53,45.36
"2012-2021",2020,"WA-06","WA",6,4706,57.4,39.6,59.18
"2012-2021",2020,"WA-07","WA",7,4707,85.7,12.3,87.45
"2012-2021",2020,"WA-08","WA",8,4708,52,45.5,53.33
"2012-2021",2020,"WA-09","WA",9,4709,73.3,24.6,74.87
"2012-2021",2020,"WA-10","WA",10,4710,56.2,40.7,58
"2012-2021",2020,"WV-01","WV",1,4801,30.3,68,30.82
"2012-2021",2020,"WV-02","WV",2,4802,32.8,65.4,33.4
"2012-2021",2020,"WV-03","WV",3,4803,25.5,73.1,25.86
"2012-2021",2020,"WI-01","WI",1,4901,44.7,53.9,45.33
"2012-2021",2020,"WI-02","WI",2,4902,69.4,29.2,70.39
"2012-2021",2020,"WI-03","WI",3,4903,46.8,51.5,47.61
"2012-2021",2020,"WI-04","WI",4,4904,76.2,22.6,77.13
"2012-2021",2020,"WI-05","WI",5,4905,41.7,56.8,42.34
"2012-2021",2020,"WI-06","WI",6,4906,41.6,56.8,42.28
"2012-2021",2020,"WI-07","WI",7,4907,39.3,59.2,39.9
"2012-2021",2020,"WI-08","WI",8,4908,41.3,57.2,41.93
"2012-2021",2020,"WY-AL","WY",1,5001,26.7,70.4,27.5
"2022",2020,"AL-01","AL",1,101,35.3,63.6,35.69
"2022",2020,"AL-02","AL",2,102,34.8,64.2,35.15
"2022",2020,"AL-03","AL",3,103,32.5,66.6,32.8
"2022",2020,"AL-04","AL",4,104,18.6,80.4,18.79
"2022",2020,"AL-05","AL",5,105,35.6,62.7,36.22
"2022",2020,"AL-06","AL",6,106,34.4,64.4,34.82
"2022",2020,"AL-07","AL",7,107,65.6,33.6,66.13
"2022",2020,"AK-AL","AK",1,201,43,53.1,44.75
"2022",2020,"AZ-01","AZ",1,301,50.1,48.6,50.76
"2022",2020,"AZ-02","AZ",2,302,45.3,53.2,45.99
"2022",2020,"AZ-03","AZ",3,303,74.5,23.9,75.71
"2022",2020,"AZ-04","AZ",4,304,54.2,43.9,55.25
"2022",2020,"AZ-05","AZ",5,305,41,57.4,41.67
"2022",2020,"AZ-06","AZ",6,306,49.3,49.2,50.05
"2022",2020,"AZ-07","AZ",7,307,65.6,32.9,66.6
"2022",2020,"AZ-08","AZ",8,308,42.5,56.1,43.1
"2022",2020,"AZ-09","AZ",9,309,36.4,62.2,36.92
"2022",2020,"AR-01","AR",1,401,28.1,69,28.94
"2022",2020,"AR-02","AR",2,402,42.1,55.2,43.27
"2022",2020,"AR-03","AR",3,403,36.8,60.2,37.94
"2022",2020,"AR-04","AR",4,404,31,66.2,31.89
"2022",2020,"CA-01","CA",1,501,39.2,58.3,40.21
"2022",2020,"CA-02","CA",2,502,73.5,24,75.38
"2022",2020,"CA-03","CA",3,503,47.9,49.7,49.08
"2022",2020,"CA-04","CA",4,504,67.1,30.5,68.75
"2022",2020,"CA-05","CA",5,505,42.7,55,43.71
"2022",2020,"CA-06","CA",6,506,57.9,39.4,59.51
"2022",2020,"CA-07","CA",7,507,67.4,30.3,68.99
"2022",2020,"CA-08","CA",8,508,76,22,77.55
"2022",2020,"CA-09","CA",9,509,55.2,42.6,56.44
"2022",2020,"CA-10","CA",10,510,68.6,29.3,70.07
"2022",2020,"CA-11","CA",11,511,86.3,11.7,88.06
"2022",2020,"CA-12","CA",12,512,89.3,8.6,91.22
"2022",2020,"CA-13","CA",13,513,54.3,43.4,55.58
"2022",2020,"CA-14","CA",14,514,71.7,26.2,73.24
"2022",2020,"CA-15","CA",15,515,77.7,20.4,79.2
"2022",2020,"CA-16","CA",16,516,75.4,22.4,77.1
"2022",2020,"CA-17","CA",17,517,72.7,25.3,74.18
"2022",2020,"CA-18","CA",18,518,71,26.9,72.52
"2022",2020,"CA-19","CA",19,519,68.7,29.1,70.25
"2022",2020,"CA-20","CA",20,520,36.4,61.3,37.26
"2022",2020,"CA-21","CA",21,521,59.1,38.8,60.37
"2022",2020,"CA-22","CA",22,522,55.3,42.3,56.66
"2022",2020,"CA-23","CA",23,523,43.9,53.7,44.98
"2022",2020,"CA-24","CA",24,524,63.3,34.3,64.86
"2022",2020,"CA-25","CA",25,525,56.7,41.4,57.8
"2022",2020,"CA-26","CA",26,526,58.9,39,60.16
"2022",2020,"CA-27","CA",27,527,55.1,42.7,56.34
"2022",2020,"CA-28","CA",28,528,66.1,31.9,67.45
"2022",2020,"CA-29","CA",29,529,74.5,23.2,76.25
"2022",2020,"CA-30","CA",30,530,72.2,26,73.52
"2022",2020,"CA-31","CA",31,531,64.5,33.4,65.88
"2022",2020,"CA-32","CA",32,532,69.5,28.7,70.77
"2022",2020,"CA-33","CA",33,533,61.5,36.2,62.95
"2022",2020,"CA-34","CA",34,534,81,16.7,82.91
"2022",2020,"CA-35","CA",35,535,62.7,35.1,64.11
"2022",2020,"CA-36","CA",36,536,71,26.9,72.52
"2022",2020,"CA-37","CA",37,537,85.7,12.4,87.36
"2022",2020,"CA-38","CA",38,538,64.1,33.9,65.41
"2022",2020,"CA-39","CA",39,539,62,35.8,63.39
"2022",2020,"CA-40","CA",40,540,49.9,48,50.97
"2022",2020,"CA-41","CA",41,541,48.6,49.7,49.44
"2022",2020,"CA-42","CA",42,542,71.7,25.9,73.46
"2022",2020,"CA-43","CA",43,543,80.8,17,82.62
"2022",2020,"CA-44","CA",44,544,72.9,24.7,74.69
"2022",2020,"CA-45","CA",45,545,52.1,46,53.11
"2022",2020,"CA-46","CA",46,546,64.1,33.7,65.54
"2022",2020,"CA-47","CA",47,547,54.5,43.4,55.67
"2022",2020,"CA-48","CA",48,548,42.7,55,43.71
"2022",2020,"CA-49","CA",49,549,54.6,43.2,55.83
"2022",2020,"CA-50","CA",50,550,65.4,32.2,67.01
"2022",2020,"CA-51","CA",51,551,62.5,35.2,63.97
"2022",2020,"CA-52","CA",52,552,67.4,30.5,68.85
"2022",2020,"CO-01","CO",1,601,79.5,18.2,81.37
"2022",2020,"CO-02","CO",2,602,68.7,28.8,70.46
"2022",2020,"CO-03","CO",3,603,44.7,52.9,45.8
"2022",2020,"CO-04","CO",4,604,39.5,58,40.51
"2022",2020,"CO-05","CO",5,605,43.1,53.2,44.76
"2022",2020,"CO-06","CO",6,606,60.6,36.8,62.22
"2022",2020,"CO-07","CO",7,607,55.7,41.5,57.3
"2022",2020,"CO-08","CO",8,608,50.8,46.3,52.32
"2022",2020,"CT-01","CT",1,701,63.3,35.2,64.26
"2022",2020,"CT-02","CT",2,702,54.7,43.3,55.82
"2022",2020,"CT-03","CT",3,703,59.2,39.5,59.98
"2022",2020,"CT-04","CT",4,704,64.8,33.8,65.72
"2022",2020,"CT-05","CT",5,705,54.6,43.9,55.43
"2022",2020,"DE-AL","DE",1,801,58.8,39.8,59.63
"2022",2020,"FL-01","FL",1,901,33,65.3,33.57
"2022",2020,"FL-02","FL",2,902,44,55,44.44
"2022",2020,"FL-03","FL",3,903,42.4,56.5,42.87
"2022",2020,"FL-04","FL",4,904,46,52.7,46.61
"2022",2020,"FL-05","FL",5,905,41.5,57.3,42
"2022",2020,"FL-06","FL",6,906,37.7,61.4,38.04
"2022",2020,"FL-07","FL",7,907,46.7,52.2,47.22
"2022",2020,"FL-08","FL",8,908,40.6,58.3,41.05
"2022",2020,"FL-09","FL",9,909,58.2,40.8,58.79
"2022",2020,"FL-10","FL",10,910,65.3,33.5,66.09
"2022",2020,"FL-11","FL",11,911,44.1,55,44.5
"2022",2020,"FL-12","FL",12,912,35.1,63.9,35.45
"2022",2020,"FL-13","FL",13,913,46.1,52.9,46.57
"2022",2020,"FL-14","FL",14,914,59,39.8,59.72
"2022",2020,"FL-15","FL",15,915,47.9,51,48.43
"2022",2020,"FL-16","FL",16,916,45.1,54,45.51
"2022",2020,"FL-17","FL",17,917,41.6,57.6,41.94
"2022",2020,"FL-18","FL",18,918,38.1,60.9,38.48
"2022",2020,"FL-19","FL",19,919,39.1,60.2,39.38
"2022",2020,"FL-20","FL",20,920,75.9,23.5,76.36
"2022",2020,"FL-21","FL",21,921,45,54.4,45.27
"2022",2020,"FL-22","FL",22,922,58.5,40.9,58.85
"2022",2020,"FL-23","FL",23,923,56.3,43.1,56.64
"2022",2020,"FL-24","FL",24,924,74.3,25.2,74.67
"2022",2020,"FL-25","FL",25,925,59.7,39.7,60.06
"2022",2020,"FL-26","FL",26,926,40.6,58.9,40.8
"2022",2020,"FL-27","FL",27,927,49.6,49.9,49.85
"2022",2020,"FL-28","FL",28,928,46.5,52.9,46.78
"2022",2020,"GA-01","GA",1,1001,42.6,56,43.2
"2022",2020,"GA-02","GA",2,1002,54.7,44.4,55.2
"2022",2020,"GA-03","GA",3,1003,34.4,64.4,34.82
"2022",2020,"GA-04","GA",4,1004,78.3,20.6,79.17
"2022",2020,"GA-05","GA",5,1005,82.6,16.2,83.6
"2022",2020,"GA-06","GA",6,1006,41.8,56.7,42.44
"2022",2020,"GA-07","GA",7,1007,62.3,36.5,63.06
"2022",2020,"GA-08","GA",8,1008,35.7,63.3,36.06
"2022",2020,"GA-09","GA",9,1009,30.4,68.3,30.8
"2022",2020,"GA-10","GA",10,1010,37.7,61.1,38.16
"2022",2020,"GA-11","GA",11,1011,41.5,56.8,42.22
"2022",2020,"GA-12","GA",12,1012,44.3,54.5,44.84
"2022",2020,"GA-13","GA",13,1013,79.7,19.3,80.51
"2022",2020,"GA-14","GA",14,1014,30.7,68.1,31.07
"2022",2020,"HI-01","HI",1,1101,63.9,34.5,64.94
"2022",2020,"HI-02","HI",2,1102,63.6,34.1,65.1
"2022",2020,"ID-01","ID",1,1201,29.5,67.7,30.35
"2022",2020,"ID-02","ID",2,1202,36.9,59.8,38.16
"2022",2020,"IL-01","IL",1,1301,70.5,28.1,71.5
"2022",2020,"IL-02","IL",2,1302,69.3,29.3,70.28
"2022",2020,"IL-03","IL",3,1303,69.7,28.3,71.12
"2022",2020,"IL-04","IL",4,1304,72.3,25.9,73.63
"2022",2020,"IL-05","IL",5,1305,68.9,29.3,70.16
"2022",2020,"IL-06","IL",6,1306,54.5,43.6,55.56
"2022",2020,"IL-07","IL",7,1307,85.6,12.8,86.99
"2022",2020,"IL-08","IL",8,1308,56.8,41.4,57.84
"2022",2020,"IL-09","IL",9,1309,69.9,28.4,71.11
"2022",2020,"IL-10","IL",10,1310,62,36.1,63.2
"2022",2020,"IL-11","IL",11,1311,56.6,41.3,57.81
"2022",2020,"IL-12","IL",12,1312,27.7,70.5,28.21
"2022",2020,"IL-13","IL",13,1313,54.4,43.2,55.74
"2022",2020,"IL-14","IL",14,1314,54.7,43.3,55.82
"2022",2020,"IL-15","IL",15,1315,29.6,68.3,30.23
"2022",2020,"IL-16","IL",16,1316,38.1,59.6,39
"2022",2020,"IL-17","IL",17,1317,52.7,44.9,54
"2022",2020,"IN-01","IN",1,1401,53.4,45,54.27
"2022",2020,"IN-02","IN",2,1402,37.8,60.4,38.49
"2022",2020,"IN-03","IN",3,1403,34,63.9,34.73
"2022",2020,"IN-04","IN",4,1404,34.3,63.4,35.11
"2022",2020,"IN-05","IN",5,1405,41,57,41.84
"2022",2020,"IN-06","IN",6,1406,33,64.9,33.71
"2022",2020,"IN-07","IN",7,1407,70.3,27.9,71.59
"2022",2020,"IN-08","IN",8,1408,32.7,65.5,33.3
"2022",2020,"IN-09","IN",9,1409,35.4,62.7,36.09
"2022",2020,"IA-01","IA",1,1501,47.6,50.5,48.52
"2022",2020,"IA-02","IA",2,1502,46.9,51.3,47.76
"2022",2020,"IA-03","IA",3,1503,48.9,49.3,49.8
"2022",2020,"IA-04","IA",4,1504,36.2,62.2,36.79
"2022",2020,"KS-01","KS",1,1601,34.1,63.7,34.87
"2022",2020,"KS-02","KS",2,1602,40.7,57,41.66
"2022",2020,"KS-03","KS",3,1603,51.2,46.7,52.3
"2022",2020,"KS-04","KS",4,1604,38,59.7,38.89
"2022",2020,"KY-01","KY",1,1701,27.9,70.6,28.32
"2022",2020,"KY-02","KY",2,1702,30.8,67.5,31.33
"2022",2020,"KY-03","KY",3,1703,60.2,37.9,61.37
"2022",2020,"KY-04","KY",4,1704,32.8,65.4,33.4
"2022",2020,"KY-05","KY",5,1705,19.7,79.1,19.94
"2022",2020,"KY-06","KY",6,1706,43.5,54.5,44.39
"2022",2020,"LA-01","LA",1,1801,29.6,68.5,30.17
"2022",2020,"LA-02","LA",2,1802,75.4,22.9,76.7
"2022",2020,"LA-03","LA",3,1803,30.3,68,30.82
"2022",2020,"LA-04","LA",4,1804,37.2,61.3,37.77
"2022",2020,"LA-05","LA",5,1805,34.4,64.1,34.92
"2022",2020,"LA-06","LA",6,1806,33.9,64.3,34.52
"2022",2020,"ME-01","ME",1,1901,60,37.2,61.73
"2022",2020,"ME-02","ME",2,1902,45.5,51.6,46.86
"2022",2020,"MD-01","MD",1,2001,41.7,56.3,42.55
"2022",2020,"MD-02","MD",2,2002,59.4,38.6,60.61
"2022",2020,"MD-03","MD",3,2003,61.7,36.2,63.02
"2022",2020,"MD-04","MD",4,2004,89.6,8.7,91.15
"2022",2020,"MD-05","MD",5,2005,67.4,30.9,68.57
"2022",2020,"MD-06","MD",6,2006,53.9,44.1,55
"2022",2020,"MD-07","MD",7,2007,81,17.5,82.23
"2022",2020,"MD-08","MD",8,2008,80.5,17.9,81.81
"2022",2020,"MA-01","MA",1,2101,59.8,38.2,61.02
"2022",2020,"MA-02","MA",2,2102,64.3,33.5,65.75
"2022",2020,"MA-03","MA",3,2103,62.7,35.3,63.98
"2022",2020,"MA-04","MA",4,2104,63.3,34.8,64.53
"2022",2020,"MA-05","MA",5,2105,74.8,23.6,76.02
"2022",2020,"MA-06","MA",6,2106,62.9,35.3,64.05
"2022",2020,"MA-07","MA",7,2107,85.5,13.1,86.71
"2022",2020,"MA-08","MA",8,2108,66.9,31.4,68.06
"2022",2020,"MA-09","MA",9,2109,58.2,40,59.27
"2022",2020,"MI-01","MI",1,2201,39.3,59.1,39.94
"2022",2020,"MI-02","MI",2,2202,35,63.2,35.64
"2022",2020,"MI-03","MI",3,2203,53.3,44.8,54.33
"2022",2020,"MI-04","MI",4,2204,47.1,51.1,47.96
"2022",2020,"MI-05","MI",5,2205,37.1,61.2,37.74
"2022",2020,"MI-06","MI",6,2206,62.7,36,63.53
"2022",2020,"MI-07","MI",7,2207,49.4,48.9,50.25
"2022",2020,"MI-08","MI",8,2208,50.3,48.2,51.07
"2022",2020,"MI-09","MI",9,2209,34.6,64,35.09
"2022",2020,"MI-10","MI",10,2210,48.8,49.8,49.49
"2022",2020,"MI-11","MI",11,2211,59.3,39.4,60.08
"2022",2020,"MI-12","MI",12,2212,73.7,25.2,74.52
"2022",2020,"MI-13","MI",13,2213,74.2,24.6,75.1
"2022",2020,"MN-01","MN",1,2301,44.3,53.5,45.3
"2022",2020,"MN-02","MN",2,2302,52.5,45.4,53.63
"2022",2020,"MN-03","MN",3,2303,59.5,38.5,60.71
"2022",2020,"MN-04","MN",4,2304,67.8,30.2,69.18
"2022",2020,"MN-05","MN",5,2305,80.6,17.4,82.24
"2022",2020,"MN-06","MN",6,2306,40.1,57.7,41
"2022",2020,"MN-07","MN",7,2307,32.5,65.7,33.1
"2022",2020,"MN-08","MN",8,2308,43.4,54.7,44.24
"2022",2020,"MS-01","MS",1,2401,33.4,65.1,33.91
"2022",2020,"MS-02","MS",2,2402,62.5,36.4,63.2
"2022",2020,"MS-03","MS",3,2403,37.2,61.5,37.69
"2022",2020,"MS-04","MS",4,2404,30.3,68.2,30.76
"2022",2020,"MO-01","MO",1,2501,78.4,20,79.67
"2022",2020,"MO-02","MO",2,2502,45.3,53,46.08
"2022",2020,"MO-03","MO",3,2503,35.9,62.2,36.6
"2022",2020,"MO-04","MO",4,2504,29.3,68.7,29.9
"2022",2020,"MO-05","MO",5,2505,62.2,35.9,63.4
"2022",2020,"MO-06","MO",6,2506,30.6,67.7,31.13
"2022",2020,"MO-07","MO",7,2507,28.4,69.8,28.92
"2022",2020,"MO-08","MO",8,2508,23.6,75,23.94
"2022",2020,"MT-01","MT",1,2601,45.3,52.2,46.46
"2022",2020,"MT-02","MT",2,2602,35.3,62.2,36.21
"2022",2020,"NE-01","NE",1,2701,43.3,54.3,44.36
"2022",2020,"NE-02","NE",2,2702,52.2,45.8,53.27
"2022",2020,"NE-03","NE",3,2703,23.1,74.9,23.57
"2022",2020,"NV-01","NV",1,2801,53.2,44.7,54.34
"2022",2020,"NV-02","NV",2,2802,43.1,54.1,44.34
"2022",2020,"NV-03","NV",3,2803,52.4,45.7,53.41
"2022",2020,"NV-04","NV",4,2804,53,44.8,54.19
"2022",2020,"NH-01","NH",1,2901,52.2,46.2,53.05
"2022",2020,"NH-02","NH",2,2902,53.6,44.7,54.53
"2022",2020,"NJ-01","NJ",1,3001,61.5,37.1,62.37
"2022",2020,"NJ-02","NJ",2,3002,46.9,51.8,47.52
"2022",2020,"NJ-03","NJ",3,3003,56.3,42.3,57.1
"2022",2020,"NJ-04","NJ",4,3004,38.1,60.6,38.6
"2022",2020,"NJ-05","NJ",5,3005,55.6,43.2,56.28
"2022",2020,"NJ-06","NJ",6,3006,59,39.7,59.78
"2022",2020,"NJ-07","NJ",7,3007,51.1,47.3,51.93
"2022",2020,"NJ-08","NJ",8,3008,72.1,26.8,72.9
"2022",2020,"NJ-09","NJ",9,3009,58.9,40,59.56
"2022",2020,"NJ-10","NJ",10,3010,80.6,18.6,81.25
"2022",2020,"NJ-11","NJ",11,3011,57.8,40.9,58.56
"2022",2020,"NJ-12","NJ",12,3012,66.6,32.1,67.48
"2022",2020,"NM-01","NM",1,3101,55.9,41.5,57.39
"2022",2020,"NM-02","NM",2,3102,51.9,46.1,52.96
"2022",2020,"NM-03","NM",3,3103,54.4,43.6,55.51
"2022",2020,"NY-01","NY",1,3201,49.5,49.3,50.1
"2022",2020,"NY-02","NY",2,3202,48.7,50.2,49.24
"2022",2020,"NY-03","NY",3,3203,53.6,45.4,54.14
"2022",2020,"NY-04","NY",4,3204,56.8,42.2,57.37
"2022",2020,"NY-05","NY",5,3205,80.9,18.5,81.39
"2022",2020,"NY-06","NY",6,3206,64.7,34.4,65.29
"2022",2020,"NY-07","NY",7,3207,80.8,18.2,81.62
"2022",2020,"NY-08","NY",8,3208,76.3,23.1,76.76
"2022",2020,"NY-09","NY",9,3209,75.4,23.9,75.93
"2022",2020,"NY-10","NY",10,3210,85.1,13.9,85.96
"2022",2020,"NY-11","NY",11,3211,45.7,53.4,46.12
"2022",2020,"NY-12","NY",12,3212,85.2,13.8,86.06
"2022",2020,"NY-13","NY",13,3213,88.1,11.1,88.81
"2022",2020,"NY-14","NY",14,3214,77.9,21.3,78.53
"2022",2020,"NY-15","NY",15,3215,84.7,14.7,85.21
"2022",2020,"NY-16","NY",16,3216,71.4,27.7,72.05
"2022",2020,"NY-17","NY",17,3217,54.5,44.4,55.11
"2022",2020,"NY-18","NY",18,3218,53.4,45,54.27
"2022",2020,"NY-19","NY",19,3219,51.3,46.7,52.35
"2022",2020,"NY-20","NY",20,3220,58.6,39.4,59.8
"2022",2020,"NY-21","NY",21,3221,42.8,55.2,43.67
"2022",2020,"NY-22","NY",22,3222,52.6,45.2,53.78
"2022",2020,"NY-23","NY",23,3223,40.4,57.6,41.22
"2022",2020,"NY-24","NY",24,3224,40.3,57.5,41.21
"2022",2020,"NY-25","NY",25,3225,58.8,39.1,60.06
"2022",2020,"NY-26","NY",26,3226,60.8,37.4,61.91
"2022",2020,"NC-01","NC",1,3301,53.2,45.9,53.68
"2022",2020,"NC-02","NC",2,3302,63.6,34.8,64.63
"2022",2020,"NC-03","NC",3,3303,36.7,62,37.18
"2022",2020,"NC-04","NC",4,3304,66.9,31.9,67.71
"2022",2020,"NC-05","NC",5,3305,38.8,60.1,39.23
"2022",2020,"NC-06","NC",6,3306,55.6,43.2,56.28
"2022",2020,"NC-07","NC",7,3307,43.1,55.8,43.58
"2022",2020,"NC-08","NC",8,3308,32.4,66.5,32.76
"2022",2020,"NC-09","NC",9,3309,45.3,53.3,45.94
"2022",2020,"NC-10","NC",10,3310,29.7,69.2,30.03
"2022",2020,"NC-11","NC",11,3311,44.3,54.4,44.88
"2022",2020,"NC-12","NC",12,3312,64.4,34.2,65.31
"2022",2020,"NC-13","NC",13,3313,50.1,48.4,50.86
"2022",2020,"NC-14","NC",14,3314,57.5,41.1,58.32
"2022",2020,"ND-AL","ND",1,3401,31.9,65.5,32.75
"2022",2020,"OH-01","OH",1,3501,53.5,45,54.31
"2022",2020,"OH-02","OH",2,3502,26.7,72,27.05
"2022",2020,"OH-03","OH",3,3503,71.1,27.4,72.18
"2022",2020,"OH-04","OH",4,3504,31.4,67.1,31.88
"2022",2020,"OH-05","OH",5,3505,35.8,62.6,36.38
"2022",2020,"OH-06","OH",6,3506,35,63.7,35.46
"2022",2020,"OH-07","OH",7,3507,44.8,54,45.34
"2022",2020,"OH-08","OH",8,3508,38.3,60.3,38.84
"2022",2020,"OH-09","OH",9,3509,47.7,50.6,48.52
"2022",2020,"OH-10","OH",10,3510,47.4,50.9,48.22
"2022",2020,"OH-11","OH",11,3511,78.3,20.7,79.09
"2022",2020,"OH-12","OH",12,3512,33.8,64.7,34.31
"2022",2020,"OH-13","OH",13,3513,50.7,47.9,51.42
"2022",2020,"OH-14","OH",14,3514,41.9,56.8,42.45
"2022",2020,"OH-15","OH",15,3515,45.8,52.6,46.54
"2022",2020,"OK-01","OK",1,3601,38,59.4,39.01
"2022",2020,"OK-02","OK",2,3602,22.4,75.8,22.81
"2022",2020,"OK-03","OK",3,3603,26.5,71.2,27.12
"2022",2020,"OK-04","OK",4,3604,33,64.6,33.81
"2022",2020,"OK-05","OK",5,3605,40.3,57.1,41.38
"2022",2020,"OR-01","OR",1,3701,68.4,29.1,70.15
"2022",2020,"OR-02","OR",2,3702,36.6,61.1,37.46
"2022",2020,"OR-03","OR",3,3703,72.5,25.2,74.21
"2022",2020,"OR-04","OR",4,3704,55.1,42.3,56.57
"2022",2020,"OR-05","OR",5,3705,53.2,44.4,54.51
"2022",2020,"OR-06","OR",6,3706,55.2,42.1,56.73
"2022",2020,"PA-01","PA",1,3801,51.8,47.2,52.32
"2022",2020,"PA-02","PA",2,3802,71,28.3,71.5
"2022",2020,"PA-03","PA",3,3803,90.2,9.3,90.65
"2022",2020,"PA-04","PA",4,3804,58.9,40,59.56
"2022",2020,"PA-05","PA",5,3805,65.7,33.4,66.3
"2022",2020,"PA-06","PA",6,3806,56.8,42,57.49
"2022",2020,"PA-07","PA",7,3807,49.7,49.1,50.3
"2022",2020,"PA-08","PA",8,3808,48,50.9,48.53
"2022",2020,"PA-09","PA",9,3809,31,67.5,31.47
"2022",2020,"PA-10","PA",10,3810,47.2,51.3,47.92
"2022",2020,"PA-11","PA",11,3811,38.6,59.9,39.19
"2022",2020,"PA-12","PA",12,3812,59.4,39.5,60.06
"2022",2020,"PA-13","PA",13,3813,26.8,72,27.13
"2022",2020,"PA-14","PA",14,3814,33.7,65.2,34.07
"2022",2020,"PA-15","PA",15,3815,30.8,67.8,31.24
"2022",2020,"PA-16","PA",16,3816,39,59.7,39.51
"2022",2020,"PA-17","PA",17,3817,52.3,46.5,52.94
"2022",2020,"RI-01","RI",1,3901,63.8,34.7,64.77
"2022",2020,"RI-02","RI",2,3902,56.1,42.4,56.95
"2022",2020,"SC-01","SC",1,4001,44.9,53.5,45.63
"2022",2020,"SC-02","SC",2,4002,43.9,54.5,44.61
"2022",2020,"SC-03","SC",3,4003,30.6,68,31.03
"2022",2020,"SC-04","SC",4,4004,39.8,58.4,40.53
"2022",2020,"SC-05","SC",5,4005,40.2,58.4,40.77
"2022",2020,"SC-06","SC",6,4006,65.3,33.2,66.29
"2022",2020,"SC-07","SC",7,4007,40.2,58.8,40.61
"2022",2020,"SD-AL","SD",1,4101,35.6,61.8,36.55
"2022",2020,"TN-01","TN",1,4201,22,76.3,22.38
"2022",2020,"TN-02","TN",2,4202,34.4,63.7,35.07
"2022",2020,"TN-03","TN",3,4203,33.1,65,33.74
"2022",2020,"TN-04","TN",4,4204,30.2,67.9,30.78
"2022",2020,"TN-05","TN",5,4205,43.2,54.5,44.22
"2022",2020,"TN-06","TN",6,4206,34.5,63.6,35.17
"2022",2020,"TN-07","TN",7,4207,41.3,56.4,42.27
"2022",2020,"TN-08","TN",8,4208,30.6,67.9,31.07
"2022",2020,"TN-09","TN",9,4209,73.3,25.1,74.49
"2022",2020,"TX-01","TX",1,4301,26.5,72.4,26.79
"2022",2020,"TX-02","TX",2,4302,37.9,60.7,38.44
"2022",2020,"TX-03","TX",3,4303,42,56.4,42.68
"2022",2020,"TX-04","TX",4,4304,36.4,62.4,36.84
"2022",2020,"TX-05","TX",5,4305,38.2,60.6,38.66
"2022",2020,"TX-06","TX",6,4306,37.4,61.3,37.89
"2022",2020,"TX-07","TX",7,4307,64.2,34.5,65.05
"2022",2020,"TX-08","TX",8,4308,35.8,63,36.23
"2022",2020,"TX-09","TX",9,4309,76.2,22.8,76.97
"2022",2020,"TX-10","TX",10,4310,39.8,58.6,40.45
"2022",2020,"TX-11","TX",11,4311,29.1,69.5,29.51
"2022",2020,"TX-12","TX",12,4312,40.1,58.3,40.75
"2022",2020,"TX-13","TX",13,4313,26.5,72,26.9
"2022",2020,"TX-14","TX",14,4314,35,63.6,35.5
"2022",2020,"TX-15","TX",15,4315,48.1,51,48.54
"2022",2020,"TX-16","TX",16,4316,67,31.5,68.02
"2022",2020,"TX-17","TX",17,4317,38,60.5,38.58
"2022",2020,"TX-18","TX",18,4318,73.6,25.1,74.57
"2022",2020,"TX-19","TX",19,4319,26.2,72.4,26.57
"2022",2020,"TX-20","TX",20,4320,65.8,32.7,66.8
"2022",2020,"TX-21","TX",21,4321,39.4,59.1,40
"2022",2020,"TX-22","TX",22,4322,41.3,57.4,41.84
"2022",2020,"TX-23","TX",23,4323,45.8,52.9,46.4
"2022",2020,"TX-24","TX",24,4324,43,55.4,43.7
"2022",2020,"TX-25","TX",25,4325,33.8,64.9,34.25
"2022",2020,"TX-26","TX",26,4326,40,58.6,40.57
"2022",2020,"TX-27","TX",27,4327,38.1,60.6,38.6
"2022",2020,"TX-28","TX",28,4328,52.9,45.9,53.54
"2022",2020,"TX-29","TX",29,4329,67.8,31,68.62
"2022",2020,"TX-30","TX",30,4330,77.8,21,78.74
"2022",2020,"TX-31","TX",31,4331,39,59.2,39.71
"2022",2020,"TX-32","TX",32,4332,65.7,32.7,66.77
"2022",2020,"TX-33","TX",33,4333,74.2,24.4,75.25
"2022",2020,"TX-34","TX",34,4334,57.3,41.8,57.82
"2022",2020,"TX-35","TX",35,4335,71.7,26.5,73.01
"2022",2020,"TX-36","TX",36,4336,33.6,65.2,34.01
"2022",2020,"TX-37","TX",37,4337,75.5,22.7,76.88
"2022",2020,"TX-38","TX",38,4338,40.2,58.4,40.77
"2022",2020,"UT-01","UT",1,4401,37.9,57.8,39.6
"2022",2020,"UT-02","UT",2,4402,39.5,56.7,41.06
