county,precinct,registered,ballots_cast,Joseph R. Biden,Donald J. Trump,Jo Jorgensen,total,dem_two_party_pct
Gwinnett,SUWANEE C,5675,4121,2190,1859,55,4104,54.09
Gwinnett,SUWANEE D,4732,3848,1627,2150,53,3830,43.08
Gwinnett,SUWANEE E,4256,3452,1541,1832,50,3423,45.69
Gwinnett,SUWANEE F,3966,2990,1550,1375,41,2966,52.99
Gwinnett,SUWANEE G,3904,2974,1676,1233,50,2959,57.61
Gwinnett,SUWANEE H,3785,3138,1203,1876,44,3123,39.07
Habersham,Amys Creek,1557,1271,250,1006,8,1264,19.9
Habersham,City of Baldwin,1252,724,190,523,10,723,26.65
Habersham,Demorest,4963,3669,522,3098,37,3657,14.42
Habersham,Habersham North,9096,7058,1177,5752,93,7022,16.99
Habersham,Habersham South,6171,4191,858,3267,52,4177,20.8
Habersham,Mud Creek,4435,3079,455,2588,23,3066,14.95
Habersham,Town of Mt Airy,790,524,111,403,9,523,21.6
Hall,Bark Camp,0,4278,799,3391,68,4258,19.07
Hall,Big Hickory,0,3061,407,2602,33,3042,13.53
Hall,Candler,0,3953,1178,2695,57,3930,30.42
Hall,Chestatee,0,2930,598,2273,48,2919,20.83
Hall,Chicopee,0,2258,987,1219,41,2247,44.74
Hall,Clermont,0,2753,281,2428,38,2747,10.37
Hall,Flowery Branch I,0,3289,801,2424,53,3278,24.84
Hall,Flowery Branch II,0,2487,693,1732,51,2476,28.58
Hall,Fork,0,2640,549,2054,28,2631,21.09
Hall,Friendship I,0,7017,1834,5056,94,6984,26.62
Hall,Friendship II,0,2459,585,1825,36,2446,24.27
Hall,Friendship III,0,3357,900,2390,51,3341,27.36
Hall,Friendship IV,0,2849,842,1957,30,2829,30.08
Hall,Gainesville I,0,2796,1018,1691,53,2762,37.58
Hall,Gainesville II,0,1692,1400,269,17,1686,83.88
Hall,Gainesville III,0,2543,1264,1217,52,2533,50.95
Hall,Gainesville IV,0,1760,753,952,37,1742,44.16
Hall,Gainesville V,0,944,362,547,24,933,39.82
Hall,Gillsville,0,895,130,755,8,893,14.69
Hall,Glade,0,2528,600,1870,48,2518,24.29
Hall,Lula,0,2450,353,2067,17,2437,14.59
Hall,Morgan I,0,3048,572,2419,45,3036,19.12
Hall,Morgan II,0,3474,1005,2398,55,3458,29.53
Hall,Oakwood I,0,1707,690,978,28,1696,41.37
Hall,Oakwood II,0,3072,720,2300,42,3062,23.84
Hall,Quillians,0,2237,259,1924,34,2217,11.86
Hall,Roberts,0,4250,1025,3154,57,4236,24.53
Hall,Tadmore,0,3556,1688,1787,43,3518,48.58
Hall,West Whelchel,0,3208,761,2369,55,3185,24.31
Hall,Whelchel,0,3265,690,2514,38,3242,21.54
Hall,Wilson,0,4267,1287,2913,41,4241,30.64
Hancock,Courthouse,931,624,470,146,5,621,76.3
Hancock,Devereux Fire Station,1006,796,382,408,3,793,48.35
Hancock,Mayfield Community Center,356,234,197,37,0,234,84.19
Hancock,Power of God,731,483,381,96,5,482,79.87
Hancock,Second Beulah,472,363,315,48,0,363,86.78
Hancock,Second Darrien,364,291,192,93,2,287,67.37
Hancock,Sparta 4C,148,113,84,26,2,112,76.36
Hancock,St Mark,576,378,315,60,2,377,84.0
Hancock,Warren Chapel,268,220,88,130,1,219,40.37
Hancock,Youth Center,975,681,561,115,1,677,82.99
Haralson,Berea-Steadman,665,475,38,434,2,474,8.05
Haralson,Bremen,6622,4628,760,3798,52,4610,16.67
Haralson,Buchanan,2365,1655,183,1452,14,1649,11.19
Haralson,Buncombe,1075,708,62,637,5,704,8.87
Haralson,Corinth,1682,1155,90,1050,13,1153,7.89
Haralson,Felton,304,221,12,209,0,221,5.43
Haralson,Little Creek,699,541,36,500,3,539,6.72
Haralson,Mt View,330,249,18,231,0,249,7.23
Haralson,Seventh,1932,1287,168,1104,11,1283,13.21
Haralson,Tallapoosa,3072,2042,300,1715,20,2035,14.89
Haralson,Twentieth,738,541,46,493,1,540,8.53
Haralson,Waco,1183,794,79,708,4,791,10.04
Harris,Cataula,2898,2315,580,1696,28,2304,25.48
Harris,Ellerslie,4211,3401,1018,2326,36,3380,30.44
Harris,Goodman,1649,1203,452,730,12,1194,38.24
Harris,Hamilton,2739,2102,718,1342,30,2090,34.85
Harris,Lower 19th,2570,2053,458,1556,23,2037,22.74
Harris,Mulberry Grove,2908,2311,424,1842,27,2293,18.71
Harris,Pine Mountain Valley,1121,865,149,704,6,859,17.47
Harris,Skinner,894,694,255,429,6,690,37.28
Harris,Upper 19th,1628,1310,210,1082,10,1302,16.25
Harris,Valley Plains,785,604,179,422,2,603,29.78
Harris,Waverly Hall,2853,2145,731,1392,17,2140,34.43
Harris,Whitesville,1370,1107,283,798,18,1099,26.18
Hart,Bio,1374,1083,269,802,6,1077,25.12
Hart,Bowersville,1395,1006,180,816,9,1005,18.07
Hart,Cokesbury,1162,851,345,499,5,849,40.88
Hart,Goldmine,1901,1404,272,1118,10,1400,19.57
Hart,Hartwell,6451,4789,1451,3258,45,4754,30.81
Hart,Reed Creek,2990,2388,453,1912,17,2382,19.15
Hart,Shoal Creek,1656,1267,187,1059,14,1260,15.01
Heard,Centralhatchee,1767,1325,186,1122,11,1319,14.22
Heard,Cooksville-Corinth,700,427,37,384,4,425,8.79
Heard,Enon Grove,1156,738,83,644,8,735,11.42
Heard,Ephesus,1321,946,82,852,7,941,8.78
Heard,Franklin,2178,1494,331,1139,20,1490,22.52
Heard,Southwest,640,481,105,375,1,481,21.88
Henry,Austin Road,3374,2548,1733,773,36,2542,69.15
Henry,Cotton Indian,4785,3332,1958,1324,35,3317,59.66
Henry,Dutchtown,2751,2046,1068,947,22,2037,53.0
Henry,East Lake,3389,2736,863,1838,27,2728,31.95
Henry,Ellenwood,4275,3208,2685,491,15,3191,84.54
Henry,Flippen,4430,3427,2443,948,23,3414,72.04
Henry,Grove Park,4079,2778,1263,1471,34,2768,46.2
Henry,Hickory Flat,5122,3913,2636,1221,35,3892,68.34
Henry,Kelleytown,3452,2795,1111,1633,40,2784,40.49
Henry,Lake Dow,5049,3854,1589,2217,31,3837,41.75
Henry,Lake Haven,4260,3123,1483,1584,40,3107,48.35
Henry,Lighthouse,3693,2718,1755,918,30,2703,65.66
Henry,Locust Grove,6978,4879,3274,1504,66,4844,68.52
Henry,Lowes,9878,6846,4666,2064,74,6804,69.33
Henry,McDonough,2838,1999,1451,522,17,1990,73.54
Henry,McDonough Central,4250,3047,1828,1166,29,3023,61.06
Henry,McMullen,3719,2928,969,1898,51,2918,33.8
Henry,Mt Bethel,3535,2680,784,1855,32,2671,29.71
Henry,Mt Carmel,5335,4032,3201,782,31,4014,80.37
Henry,North Hampton,7156,4935,2956,1887,67,4910,61.04
Henry,Oakland,4508,3330,1819,1460,36,3315,55.47
Henry,Pates Creek,5214,3649,2194,1416,25,3635,60.78
Henry,Pleasant Grove,4135,3220,1589,1579,33,3201,50.16
Henry,Red Oak,5610,4090,3420,618,32,4070,84.7
Henry,Sandy Ridge,4875,3646,926,2666,37,3629,25.78
Henry,Shakerag,4047,2948,2567,347,16,2930,88.09
Henry,Shiloh,4077,2635,1891,702,26,2619,72.93
Henry,South Hampton,5476,3858,2074,1715,43,3832,54.74
Henry,Stagecoach,3546,2417,1453,931,19,2403,60.95
Henry,Stockbridge Central,4416,2759,2034,679,34,2747,74.97
Henry,Stockbridge East-West,6541,4391,3662,667,30,4359,84.59
Henry,Swan Lake,3642,2567,1213,1299,40,2552,48.29
Henry,Timberridge,2096,1667,684,956,15,1655,41.71
Henry,Tussahaw,3409,2580,423,2112,38,2573,16.69
Henry,Unity Grove,4850,3688,1150,2486,38,3674,31.63
Henry,Wesley Lakes,6144,4269,3288,916,38,4242,78.21
Henry,Westside,6971,3839,3173,595,44,3812,84.21
Houston,ANNX,4512,3480,1221,2180,60,3461,35.9
Houston,BMS,9536,7641,2685,4812,125,7622,35.81
Houston,CENT,7795,5582,2353,3130,79,5562,42.91
Houston,CGTC,4860,3679,1374,2236,53,3663,38.06
Houston,FMMS,8767,6553,2983,3439,98,6520,46.45
Houston,HAFS,1805,1393,299,1083,7,1389,21.64
Houston,HCTC,6361,4021,2022,1909,63,3994,51.44
Houston,HEFS,1372,1049,361,675,11,1047,34.85
Houston,HHPC,9610,6054,3109,2821,93,6023,52.43
Houston,MCMS,9181,7045,2713,4203,102,7018,39.23
Houston,NSES,2441,1823,676,1120,18,1814,37.64
Houston,RECR,9277,5060,3878,1087,65,5030,78.11
Houston,ROZR,13802,10034,3554,6314,113,9981,36.02
Houston,TMS,5286,3658,2098,1493,50,3641,58.42
Houston,TWPK,4415,3273,1328,1868,59,3255,41.55
Houston,VHS,6295,4821,1578,3164,61,4803,33.28
Irwin,Holt,675,537,97,430,3,530,18.41
Irwin,Irwinville,1796,1277,104,1160,10,1274,8.23
Irwin,Ocilla,3642,2375,807,1544,13,2364,34.33
Jackson,Central Jackson,16263,11816,2429,9157,171,11757,20.96
Jackson,North Jackson,12699,8726,1664,6920,116,8700,19.38
Jackson,South Jackson,8012,5553,1266,4181,73,5520,23.24
Jackson,West Jackson,14977,11735,2283,9239,171,11693,19.81
Jasper,Martin-Burney,3976,2944,311,2597,29,2937,10.69
Jasper,Monticello,4516,3366,1171,2161,20,3352,35.14
Jasper,Wyatt,1940,1359,279,1064,12,1355,20.77
Jeff Davis,Altamaha 1,703,523,68,447,6,521,13.2
Jeff Davis,Altamaha 2,1249,962,43,913,5,961,4.5
Jeff Davis,Blackburn 1,870,499,111,381,5,497,22.56
Jeff Davis,Blackburn 2,722,522,24,493,3,520,4.64
Jeff Davis,Hazlehurst,1406,828,408,406,10,824,50.12
Jeff Davis,Ocmulgee 1,1399,963,127,821,11,959,13.4
Jeff Davis,Ocmulgee 2,499,352,66,280,5,351,19.08
Jeff Davis,Whitehead 1,988,658,152,503,3,658,23.21
Jeff Davis,Whitehead 2,642,481,29,451,0,480,6.04
Jefferson,Avera,388,283,50,232,0,282,17.73
Jefferson,Bartow,531,359,169,184,3,356,47.88
Jefferson,Louisville,3899,2636,1534,1078,13,2625,58.73
Jefferson,Matthews,621,462,137,322,3,462,29.85
Jefferson,Stapleton,678,457,172,280,3,455,38.05
Jefferson,Stapleton Crossroads,441,312,117,188,3,308,38.36
Jefferson,Wadley,1906,1243,854,371,7,1232,69.71
Jefferson,Wrens,2870,1930,1028,882,12,1922,53.82
Jenkins,Court House,1039,669,369,292,6,667,55.82
Jenkins,Four Points,1058,736,245,488,2,735,33.42
Jenkins,Perkins,1021,715,162,548,5,715,22.82
Jenkins,Primary School,974,628,376,242,9,627,60.84
Jenkins,Senior Citizens Center,974,713,114,591,6,711,16.17
Johnson,Bray,790,624,156,460,5,621,25.32
Johnson,Kite,912,677,53,617,4,674,7.91
Johnson,Smith,796,584,61,522,0,583,10.46
Johnson,Wrightsville,3113,2229,952,1251,19,2222,43.21
Jones,Barron,0,1035,276,742,5,1023,27.11
Jones,Clinton,0,1800,468,1316,11,1795,26.23
Jones,Davidson,0,1160,190,960,7,1157,16.52
Jones,Ethridge,0,1278,442,823,9,1274,34.94
Jones,Finney,0,2025,545,1441,24,2010,27.44
Jones,Gray,0,2105,511,1575,15,2101,24.5
Jones,Hawkins,0,2274,1377,868,19,2264,61.34
Jones,Pope,0,1380,445,921,8,1374,32.58
Jones,Roberts,0,1827,604,1204,14,1822,33.41
Jones,Sanders,0,147,30,115,1,146,20.69
Lamar,Barnesville,2546,1522,1013,482,19,1514,67.76
Lamar,Chappell Mill V FD,1577,1204,207,975,16,1198,17.51
Lamar,L C S C,2808,2037,466,1546,19,2031,23.16
Lamar,Milner,3948,2935,527,2368,27,2922,18.2
Lamar,Redbone,623,475,80,389,4,473,17.06
Lamar,Senior Citizen Bldg,1337,904,322,570,9,901,36.1
Lanier,Lakeland,5462,3591,1019,2509,48,3576,28.88
Laurens,Brewton,1739,1179,244,926,8,1178,20.85
Laurens,Buckeye,1047,737,329,397,6,732,45.32
Laurens,Burch,422,321,69,249,2,320,21.7
Laurens,Cadwell,749,561,78,479,2,559,14.0
Laurens,Calhoun Park,6053,3343,2447,849,27,3323,74.24
Laurens,Dudley,1121,935,169,761,1,931,18.17
Laurens,FBC-FLC,4180,3103,1142,1912,33,3087,37.39
Laurens,Fire Dept Sta 5,3672,2875,756,2090,17,2863,26.56
Laurens,Hampton Mill,1772,1365,188,1167,8,1363,13.87
Laurens,Harvard,406,288,124,161,1,286,43.51
Laurens,LCFS 10 Valambrosia,2080,1444,547,883,5,1435,38.25
Laurens,Minter,937,688,44,632,7,683,6.51
Laurens,Reedy Springs,894,693,104,583,5,692,15.14
Laurens,Rural Fire Sta 17,2344,1612,398,1199,13,1610,24.92
Laurens,Smith,3374,1993,931,1040,16,1987,47.23
Laurens,W T Adams Fire Sta 18,2090,1685,503,1165,12,1680,30.16
Lee,CJC,614,495,65,425,3,493,13.27
Lee,Century Fire Station,3162,2306,777,1495,24,2296,34.2
Lee,Chokee,475,352,160,189,0,349,45.85
Lee,First Baptist,3921,3135,941,2152,26,3119,30.42
Lee,Flint Reformed Baptist,2621,1793,461,1308,19,1788,26.06
Lee,Friendship Baptist,1376,999,177,808,9,994,17.97
Lee,Leesburg,3313,2259,674,1558,24,2256,30.2
Lee,Redbone,4841,3506,725,2749,28,3502,20.87
Lee,SDA Church,1576,1242,308,916,14,1238,25.16
Lee,Smithville,998,682,270,407,2,679,39.88
Liberty,Button Gwinnett,2304,561,317,221,21,559,58.92
Liberty,Fleming East,3239,2201,633,1536,24,2193,29.18
Liberty,Fleming West,505,355,255,94,5,354,73.07
Liberty,Gum Branch,3193,1814,884,902,22,1808,49.5
Liberty,Hinesville,1984,1193,653,521,14,1188,55.62
Liberty,Hinesville Lodge 271,2646,1589,1110,440,32,1582,71.61
Liberty,Lewis Frasier School,4317,2915,1818,1034,47,2899,63.74
Liberty,Liberty County Complex,4379,3052,1612,1388,38,3038,53.73
Liberty,Lyman Hall School,4542,2479,1820,612,42,2474,74.84
Liberty,Memorial Dr East,1976,1080,830,219,26,1075,79.12
Liberty,Riceboro Youth Center,1083,800,629,161,7,797,79.62
Liberty,Town of Allenhurst,2398,1641,1218,395,22,1635,75.51
Liberty,Walthourville,3016,1798,1320,436,31,1787,75.17
Lincoln,Bethany Church,575,417,72,340,5,417,17.48
Lincoln,Faith Temple of Lincoln,489,363,128,232,2,362,35.56
Lincoln,Lincoln Center,1489,1137,262,859,12,1133,23.37
Lincoln,Lincoln Club House,799,582,348,230,1,579,60.21
Lincoln,Martins Crossroad,1234,983,185,785,9,979,19.07
Lincoln,Midway,587,437,130,303,2,435,30.02
Lincoln,Tabernacle,1003,748,310,430,5,745,41.89
Long,Alma Flournoy,298,211,33,174,3,210,15.94
Long,Beards Creek,1539,866,336,516,12,864,39.44
Long,Faith Baptist Annex,909,502,119,372,8,499,24.24
Long,North Ludowici,2281,1182,526,627,26,1179,45.62
Long,Rye Patch/Oak Dale,3131,1696,601,1060,31,1692,36.18
Long,South Ludowici,1392,670,329,328,9,666,50.08
Long,Tibet,920,547,89,451,6,546,16.48
Lowndes,Clyattville,4755,2990,806,2146,29,2981,27.3
Lowndes,Dasher,4255,2931,493,2415,20,2928,16.95
Lowndes,Hahira Train Depot,5526,3983,854,3073,42,3969,21.75
Lowndes,Jaycee Shack,6273,3454,2741,653,43,3437,80.76
Lowndes,Mildred,4283,2158,1835,303,9,2147,85.83
Lowndes,Mt Calvary,4447,1749,1572,148,17,1737,91.4
Lowndes,Naylor,1291,955,329,614,7,950,34.89
Lowndes,Northgate Assembly,1997,922,376,526,15,917,41.69
Lowndes,Northside,17467,11017,4717,6096,150,10963,43.62
Lowndes,Rainwater,9877,6592,2395,4096,74,6565,36.9
Lowndes,S Lowndes,3967,2809,624,2154,24,2802,22.46
Lowndes,Trinity,10900,6862,3270,3453,115,6838,48.64
Lowndes,VSU UC # 2,318,121,105,14,2,121,88.24
Lumpkin,Dahlonega,22407,15605,3126,12163,242,15531,20.45
Macon,Ideal,1399,951,409,535,6,950,43.33
Macon,Marshallville,1344,917,544,360,5,909,60.18
Macon,Montezuma #4,1597,1064,713,344,6,1063,67.46
Macon,Montezuma #5,1357,876,680,191,1,872,78.07
Macon,Oglethorpe,1294,872,511,353,4,868,59.14
Madison,Colbert,3342,2408,702,1664,33,2399,29.67
Madison,Collins,647,467,57,403,6,466,12.39
Madison,Comer,1441,1097,364,716,11,1091,33.7
Madison,Danielsville,3003,2174,354,1784,28,2166,16.56
Madison,Fork,566,408,130,273,4,407,32.26
Madison,Harrison,610,486,34,445,7,486,7.1
Madison,Hull,4376,3000,990,1950,42,2982,33.67
Madison,Ila,1746,1187,168,1001,14,1183,14.37
Madison,Mill,1646,1258,178,1060,17,1255,14.38
Madison,Paoli,267,220,27,191,1,219,12.39
Madison,Pittman,1949,1455,292,1135,23,1450,20.46
Madison,Poca,1127,833,115,704,14,833,14.04
Marion,Brantley,396,313,47,262,2,311,15.21
Marion,Buena Vista,2343,1807,1046,730,20,1796,58.9
Marion,Fort Perry,883,589,105,476,5,586,18.07
Marion,Pineknot,971,679,67,600,7,674,10.04
Marion,Tazewell,320,258,46,207,4,257,18.18
McDuffie,131,1172,753,583,157,7,747,78.78
McDuffie,132,1507,1176,138,1025,11,1174,11.87
McDuffie,133A,1278,857,257,590,4,851,30.34
McDuffie,133B,1959,1413,327,1058,23,1408,23.61
McDuffie,134,1908,1357,813,511,23,1347,61.4
McDuffie,135,3089,2191,718,1442,21,2181,33.24
McDuffie,136,1940,1082,895,171,10,1076,83.96
McDuffie,137,1202,955,176,766,10,952,18.68
McDuffie,139,978,725,261,449,9,719,36.76
McIntosh,Crescent,1982,1389,868,501,16,1385,63.4
McIntosh,Darien,2441,1717,654,1041,11,1706,38.58
McIntosh,North Darien,2157,1501,528,943,22,1493,35.89
McIntosh,Sapelo Island,53,42,32,10,0,42,76.19
McIntosh,South Newport,2095,1650,414,1213,19,1646,25.45
McIntosh,Townsend,564,426,116,308,0,424,27.36
Meriwether,Alvaton,1528,1108,377,723,6,1106,34.27
Meriwether,Chalybeate,451,359,48,307,3,358,13.52
Meriwether,Cove,202,163,11,151,1,163,6.79
Meriwether,Durand,730,534,173,357,2,532,32.64
Meriwether,Gay,411,300,75,217,5,297,25.68
Meriwether,Gill I,1662,1196,422,761,9,1192,35.67
Meriwether,Gill II,1000,675,519,146,5,670,78.05
Meriwether,Greenville,2009,1360,667,676,7,1350,49.66
Meriwether,Lone Oak,1263,914,409,492,11,912,45.39
Meriwether,Luthersville,2760,1886,687,1186,5,1878,36.68
Meriwether,Odessadale,296,232,93,138,0,231,40.26
Meriwether,Raleigh,501,384,68,311,4,383,17.94
Meriwether,Warm Springs,1161,838,279,546,7,832,33.82
Meriwether,Woodbury,1363,975,459,513,1,973,47.22
Miller,Colquitt-Miller,3912,2853,749,2066,20,2835,26.61
Mitchell,Baconton,1129,741,331,400,8,739,45.28
Mitchell,Branchville,599,471,82,385,3,470,17.56
Mitchell,Camilla North,1996,1259,1000,248,2,1250,80.13
Mitchell,Camilla South,3475,2383,1171,1197,7,2375,49.45
Mitchell,Cotton,399,317,28,288,0,316,8.86
Mitchell,Hinsonton,134,112,13,99,0,112,11.61
Mitchell,Hopeful,350,255,40,213,0,253,15.81
Mitchell,Lester,1357,872,166,704,2,872,19.08
Mitchell,Pebble City,162,129,21,107,1,129,16.41
Mitchell,Pelham,3489,2174,1080,1080,10,2170,50.0
Mitchell,Sale City,384,278,63,214,0,277,22.74
Monroe,Bentons,2297,1881,402,1458,18,1878,21.61
Monroe,Brantleys,1123,944,136,796,11,943,14.59
Monroe,Burgays,2268,1915,366,1523,15,1904,19.38
Monroe,Cabaniss,800,576,152,415,6,573,26.81
Monroe,Cox,718,562,130,428,3,561,23.3
Monroe,Culloden,454,331,113,214,3,330,34.56
Monroe,Dillards,996,705,135,558,9,702,19.48
Monroe,Evers,2127,1633,332,1274,17,1623,20.67
Monroe,Forsyth,4640,3113,1732,1334,31,3097,56.49
Monroe,High Falls,1994,1295,212,1069,9,1290,16.55
Monroe,Kelseys,722,553,245,305,0,550,44.55
Monroe,Middlebrooks,1319,996,168,810,15,993,17.18
Monroe,Proctors,1214,814,200,600,11,811,25.0
Monroe,Russellville,466,337,61,276,0,337,18.1
Montgomery,Ailey,431,341,95,244,2,341,28.02
Montgomery,Alston,472,376,48,325,1,374,12.87
Montgomery,Higgston,1340,998,217,769,9,995,22.01
Montgomery,Kibbee,532,410,35,369,4,408,8.66
Montgomery,Mount Vernon,1444,966,408,545,9,962,42.81
Montgomery,Tarrytown,333,263,16,247,0,263,6.08
Montgomery,Uvalda,911,626,160,461,2,623,25.76
Morgan,Beth/Springfield,862,702,137,553,7,697,19.86
Morgan,Central Morgan,2761,2194,628,1543,12,2183,28.93
Morgan,Clacks Chapel,709,605,94,502,7,603,15.77
Morgan,East Morgan,2228,1844,395,1412,25,1832,21.86
Morgan,North Morgan,2690,2104,475,1602,22,2099,22.87
Morgan,Northeast Morgan,2919,2184,1205,936,30,2171,56.28
Morgan,West Morgan,2655,2132,421,1682,19,2122,20.02
Murray,Carters-Doolittle,2045,1402,157,1227,11,1395,11.34
Murray,McDonald,2524,1713,238,1453,18,1709,14.07
Murray,North,2123,1532,164,1358,8,1530,10.78
Murray,Shuck Pen,2940,2034,341,1677,13,2031,16.9
Murray,Southwest,3215,2001,227,1757,12,1996,11.44
Murray,Spring Place,3671,2573,473,2068,23,2564,18.61
Murray,Town,5766,4184,702,3403,59,4164,17.1
Muscogee,Britt David,2747,1797,723,1031,32,1786,41.22
Muscogee,Canaan,7078,4016,3286,664,47,3997,83.19
Muscogee,Carver/Mack,4374,2377,2227,122,21,2370,94.81
Muscogee,Columbus Tech,4464,2159,1000,1118,25,2143,47.21
Muscogee,Cornerstone,6684,4578,1841,2640,79,4560,41.08
Muscogee,Cusseta Rd,6169,2819,2589,188,21,2798,93.23
Muscogee,Edgewood Baptist,3235,2025,1365,641,16,2022,68.05
Muscogee,Epworth UMC,4512,2562,1183,1320,49,2552,47.26
Muscogee,Faith Tabernacle,4461,2826,2567,227,17,2811,91.88
Muscogee,First African,1955,935,668,238,20,926,73.73
Muscogee,Gentian/Reese,5612,3596,1865,1670,46,3581,52.76
Muscogee,Holsey/Buena Vista,7613,4501,3896,553,39,4488,87.57
Muscogee,Marianna Gallops,3095,1422,1014,382,17,1413,72.64
Muscogee,Moon/Morningside,5415,3653,1434,2146,49,3629,40.06
Muscogee,Mt Pilgrim,6022,3724,3465,212,30,3707,94.23
Muscogee,Our Lady of Lourdes,10204,4496,3537,864,70,4471,80.37
Muscogee,Psalmond/Mathews,7331,5630,2692,2837,78,5607,48.69
Muscogee,Salvation Army,3192,2158,1129,994,22,2145,53.18
Muscogee,St Andrews/Midland,7959,5727,2605,3024,68,5697,46.28
Muscogee,St John/Belvedere,5341,3385,3124,230,16,3370,93.14
Muscogee,St Mark/Heiferhorn,6492,5015,1676,3243,61,4980,34.07
Muscogee,St Paul/Clubview,5677,4078,1785,2190,66,4041,44.91
Muscogee,St Peter,3265,2304,908,1346,34,2288,40.28
Muscogee,Wynnbrook,2692,2210,722,1453,18,2193,33.2
Muscogee,Wynnton/Britt,5289,2984,2228,716,24,2968,75.68
Newton,Alcovy,4620,3408,1655,1687,51,3393,49.52
Newton,Almon,5009,3516,2705,763,28,3496,78.0
Newton,Beaverdam,5428,3635,2872,710,31,3613,80.18
Newton,Brewers,3538,2551,676,1845,25,2546,26.81
Newton,Brick Store,2623,2048,564,1441,29,2034,28.13
Newton,Buck Creek,4839,3272,1835,1395,31,3261,56.81
Newton,Cedar Shoals,2838,1770,980,759,21,1760,56.35
Newton,City Pond,1833,1065,642,398,21,1061,61.73
Newton,Covington Mills,3111,2071,1085,946,23,2054,53.42
Newton,Crowell,4977,3179,2743,399,21,3163,87.3
Newton,Downs,6215,4403,2374,1954,54,4382,54.85
Newton,Fairview,2953,1828,1573,233,12,1818,87.1
Newton,Gum Creek,4135,3228,943,2244,25,3212,29.59
Newton,Hub,2374,1938,340,1560,31,1931,17.89
Newton,Leguinn,2177,1649,401,1227,16,1644,24.63
Newton,Livingston,4593,2985,2094,837,35,2966,71.44
Newton,Mansfield,1524,1226,145,1066,11,1222,11.97
Newton,Newborn,784,619,109,494,13,616,18.08
Newton,Oxford,2418,1820,586,1204,20,1810,32.74
Newton,Rocky Plains,3658,2443,1105,1297,30,2432,46.0
Newton,Stansells,4969,3262,2416,805,23,3244,75.01
Newton,Town,4378,2591,1951,605,25,2581,76.33
Oconee,Antioch,1397,1173,280,874,12,1166,24.26
Oconee,Bishop,1938,1639,517,1086,25,1628,32.25
Oconee,Bogart,2384,1905,557,1299,27,1883,30.01
Oconee,City Hall,3910,3259,1303,1854,75,3232,41.27
Oconee,Civic Center,4396,3699,1338,2268,54,3660,37.1
Oconee,Colham Ferry,1847,1632,494,1101,21,1616,30.97
Oconee,Dark Corner,3541,3043,666,2309,42,3017,22.39
Oconee,East Oconee,2647,2143,857,1217,39,2113,41.32
Oconee,Farmington,737,603,174,421,5,600,29.24
Oconee,High Shoals,1939,1699,483,1177,30,1690,29.1
Oconee,Marswood Hall,4091,3522,1211,2217,65,3493,35.33
Oconee,North Oconee,1244,1082,282,772,16,1070,26.76
Oglethorpe,Beaverdam,3509,2633,746,1835,39,2620,28.9
Oglethorpe,Crawford,3044,2220,710,1467,31,2208,32.61
Oglethorpe,Lexington,4291,3315,980,2291,32,3303,29.96
Paulding,Beulahland Baptist Church,2547,1875,397,1449,24,1870,21.51
Paulding,Burnt Hickory Park,6242,5026,905,4036,66,5007,18.32
Paulding,Crossroads Library,3662,3153,891,2206,42,3139,28.77
Paulding,D Wright Innovation Ctr,7137,5152,1957,3116,58,5131,38.58
Paulding,Dobbins Middle School,8081,5962,2965,2889,72,5926,50.65
Paulding,Events Place,4923,3557,2226,1281,40,3547,63.47
Paulding,Legacy Bapt Church,4443,3137,1223,1852,48,3123,39.77
Paulding,Mulberry Rock Park,5911,4461,787,3626,36,4449,17.83
Paulding,Nebo Elem School,10070,7234,1958,5133,121,7212,27.61
Paulding,Paulding County Airport,4132,2967,691,2210,57,2958,23.82
Paulding,Paulding Sr Center,5972,4482,1636,2760,72,4468,37.22
Paulding,Picketts Mill Baptist Church,2748,2214,651,1526,29,2206,29.9
Paulding,Poplar Sprgs Bapt Church,4825,3409,1843,1516,34,3393,54.87
Paulding,Russom Elementary,8243,6813,2229,4469,90,6788,33.28
Paulding,Shelton Elementary,5095,4052,1464,2537,37,4038,36.59
Paulding,Taylor Farm Park,2761,2010,745,1242,15,2002,37.49
Paulding,Watson Govt Cmplx,10774,7400,3000,4233,126,7359,41.48
Paulding,West Ridge Church,11546,8672,2658,5856,123,8637,31.22
Paulding,White Oak Park,5833,4137,1478,2588,66,4132,36.35
Peach,Byron 1,2636,2039,600,1408,26,2034,29.88
Peach,Byron 2,5028,3725,1370,2299,43,3712,37.34
Peach,Claude,908,685,133,541,9,683,19.73
Peach,Fort Valley 1,2669,1778,1079,681,13,1773,61.31
Peach,Fort Valley 2,2670,1633,1055,564,11,1630,65.16
Peach,Fort Valley 3,2720,1686,1399,266,13,1678,84.02
Peach,Powersville,1365,1039,284,743,8,1035,27.65
Pickens,Appalachian,1933,1393,231,1136,21,1388,16.9
Pickens,Hill,2042,1534,241,1259,32,1532,16.07
Pickens,Hinton,825,568,59,491,16,566,10.73
Pickens,Jasper,2517,1603,337,1240,16,1593,21.37
Pickens,Jerusalem,1145,860,101,755,3,859,11.8
Pickens,Ludville,721,489,38,442,6,486,7.92
Pickens,Nelson,1474,1041,151,866,19,1036,14.85
Pickens,Refuge,2490,1766,238,1499,20,1757,13.7
Pickens,Sharptop,2616,2106,474,1586,36,2096,23.01
